"","entidad","muns.censo.sa"
"1","Aguascalientes","aguascalientes"
"2","Aguascalientes","asientos"
"3","Aguascalientes","calvillo"
"4","Aguascalientes","cosio"
"5","Aguascalientes","el llano"
"6","Aguascalientes","jesus maria"
"7","Aguascalientes","pabellon de arteaga"
"8","Aguascalientes","rincon de romos"
"9","Aguascalientes","san francisco de los romo"
"10","Aguascalientes","san jose de gracia"
"11","Aguascalientes","tepezala"
"12","Baja California","ensenada"
"13","Baja California","mexicali"
"14","Baja California","playas de rosarito"
"15","Baja California","tecate"
"16","Baja California","tijuana"
"17","Baja California Sur","comondu"
"18","Baja California Sur","la paz"
"19","Baja California Sur","loreto"
"20","Baja California Sur","los cabos"
"21","Baja California Sur","mulege"
"22","Campeche","calakmul"
"23","Campeche","calkini"
"24","Campeche","campeche"
"25","Campeche","candelaria"
"26","Campeche","carmen"
"27","Campeche","champoton"
"28","Campeche","escarcega"
"29","Campeche","hecelchakan"
"30","Campeche","hopelchen"
"31","Campeche","palizada"
"32","Campeche","tenabo"
"33","Chiapas","acacoyagua"
"34","Chiapas","acala"
"35","Chiapas","acapetahua"
"36","Chiapas","aldama"
"37","Chiapas","altamirano"
"38","Chiapas","amatan"
"39","Chiapas","amatenango de la frontera"
"40","Chiapas","amatenango del valle"
"41","Chiapas","angel albino corzo"
"42","Chiapas","arriaga"
"43","Chiapas","bejucal de ocampo"
"44","Chiapas","bella vista"
"45","Chiapas","benemerito de las americas"
"46","Chiapas","berriozabal"
"47","Chiapas","bochil"
"48","Chiapas","cacahoatan"
"49","Chiapas","catazaja"
"50","Chiapas","chalchihuitan"
"51","Chiapas","chamula"
"52","Chiapas","chanal"
"53","Chiapas","chapultenango"
"54","Chiapas","chenalho"
"55","Chiapas","chiapa de corzo"
"56","Chiapas","chiapilla"
"57","Chiapas","chicoasen"
"58","Chiapas","chicomuselo"
"59","Chiapas","chilon"
"60","Chiapas","cintalapa"
"61","Chiapas","coapilla"
"62","Chiapas","comitan de dominguez"
"63","Chiapas","copainala"
"64","Chiapas","el bosque"
"65","Chiapas","el porvenir"
"66","Chiapas","escuintla"
"67","Chiapas","francisco leon"
"68","Chiapas","frontera comalapa"
"69","Chiapas","frontera hidalgo"
"70","Chiapas","huehuetan"
"71","Chiapas","huitiupan"
"72","Chiapas","huixtan"
"73","Chiapas","huixtla"
"74","Chiapas","ixhuatan"
"75","Chiapas","ixtacomitan"
"76","Chiapas","ixtapa"
"77","Chiapas","ixtapangajoya"
"78","Chiapas","jiquipilas"
"79","Chiapas","jitotol"
"80","Chiapas","juarez"
"81","Chiapas","la concordia"
"82","Chiapas","la grandeza"
"83","Chiapas","la independencia"
"84","Chiapas","la libertad"
"85","Chiapas","la trinitaria"
"86","Chiapas","larrainzar"
"87","Chiapas","las margaritas"
"88","Chiapas","las rosas"
"89","Chiapas","mapastepec"
"90","Chiapas","maravilla tenejapa"
"91","Chiapas","marques de comillas"
"92","Chiapas","mazapa de madero"
"93","Chiapas","mazatan"
"94","Chiapas","metapa"
"95","Chiapas","mitontic"
"96","Chiapas","montecristo de guerrero"
"97","Chiapas","motozintla"
"98","Chiapas","nicolas ruiz"
"99","Chiapas","ocosingo"
"100","Chiapas","ocotepec"
"101","Chiapas","ocozocoautla de espinosa"
"102","Chiapas","ostuacan"
"103","Chiapas","osumacinta"
"104","Chiapas","oxchuc"
"105","Chiapas","palenque"
"106","Chiapas","pantelho"
"107","Chiapas","pantepec"
"108","Chiapas","pichucalco"
"109","Chiapas","pijijiapan"
"110","Chiapas","pueblo nuevo solistahuacan"
"111","Chiapas","rayon"
"112","Chiapas","reforma"
"113","Chiapas","sabanilla"
"114","Chiapas","salto de agua"
"115","Chiapas","san andres duraznal"
"116","Chiapas","san cristobal de las casas"
"117","Chiapas","san fernando"
"118","Chiapas","san juan cancuc"
"119","Chiapas","san lucas"
"120","Chiapas","santiago el pinar"
"121","Chiapas","siltepec"
"122","Chiapas","simojovel"
"123","Chiapas","sitala"
"124","Chiapas","socoltenango"
"125","Chiapas","solosuchiapa"
"126","Chiapas","soyalo"
"127","Chiapas","suchiapa"
"128","Chiapas","suchiate"
"129","Chiapas","sunuapa"
"130","Chiapas","tapachula"
"131","Chiapas","tapalapa"
"132","Chiapas","tapilula"
"133","Chiapas","tecpatan"
"134","Chiapas","tenejapa"
"135","Chiapas","teopisca"
"136","Chiapas","tila"
"137","Chiapas","tonala"
"138","Chiapas","totolapa"
"139","Chiapas","tumbala"
"140","Chiapas","tuxtla chico"
"141","Chiapas","tuxtla gutierrez"
"142","Chiapas","tuzantan"
"143","Chiapas","tzimol"
"144","Chiapas","union juarez"
"145","Chiapas","venustiano carranza"
"146","Chiapas","villa comaltitlan"
"147","Chiapas","villa corzo"
"148","Chiapas","villaflores"
"149","Chiapas","yajalon"
"150","Chiapas","zinacantan"
"151","Chihuahua","ahumada"
"152","Chihuahua","aldama"
"153","Chihuahua","allende"
"154","Chihuahua","aquiles serdan"
"155","Chihuahua","ascension"
"156","Chihuahua","bachiniva"
"157","Chihuahua","balleza"
"158","Chihuahua","batopilas"
"159","Chihuahua","bocoyna"
"160","Chihuahua","buenaventura"
"161","Chihuahua","camargo"
"162","Chihuahua","carichi"
"163","Chihuahua","casas grandes"
"164","Chihuahua","chihuahua"
"165","Chihuahua","chinipas"
"166","Chihuahua","coronado"
"167","Chihuahua","coyame del sotol"
"168","Chihuahua","cuauhtemoc"
"169","Chihuahua","cusihuiriachi"
"170","Chihuahua","delicias"
"171","Chihuahua","dr. belisario dominguez"
"172","Chihuahua","el tule"
"173","Chihuahua","galeana"
"174","Chihuahua","gomez farias"
"175","Chihuahua","gran morelos"
"176","Chihuahua","guachochi"
"177","Chihuahua","guadalupe"
"178","Chihuahua","guadalupe y calvo"
"179","Chihuahua","guazapares"
"180","Chihuahua","guerrero"
"181","Chihuahua","hidalgo del parral"
"182","Chihuahua","huejotitan"
"183","Chihuahua","ignacio zaragoza"
"184","Chihuahua","janos"
"185","Chihuahua","jimenez"
"186","Chihuahua","juarez"
"187","Chihuahua","julimes"
"188","Chihuahua","la cruz"
"189","Chihuahua","lopez"
"190","Chihuahua","madera"
"191","Chihuahua","maguarichi"
"192","Chihuahua","manuel benavides"
"193","Chihuahua","matachi"
"194","Chihuahua","matamoros"
"195","Chihuahua","meoqui"
"196","Chihuahua","morelos"
"197","Chihuahua","moris"
"198","Chihuahua","namiquipa"
"199","Chihuahua","nonoava"
"200","Chihuahua","nuevo casas grandes"
"201","Chihuahua","ocampo"
"202","Chihuahua","ojinaga"
"203","Chihuahua","praxedis g. guerrero"
"204","Chihuahua","riva palacio"
"205","Chihuahua","rosales"
"206","Chihuahua","rosario"
"207","Chihuahua","san francisco de borja"
"208","Chihuahua","san francisco de conchos"
"209","Chihuahua","san francisco del oro"
"210","Chihuahua","santa barbara"
"211","Chihuahua","santa isabel"
"212","Chihuahua","satevo"
"213","Chihuahua","saucillo"
"214","Chihuahua","temosachic"
"215","Chihuahua","urique"
"216","Chihuahua","uruachi"
"217","Chihuahua","valle de zaragoza"
"218","Coahuila de Zaragoza","abasolo"
"219","Coahuila de Zaragoza","acuña"
"220","Coahuila de Zaragoza","allende"
"221","Coahuila de Zaragoza","arteaga"
"222","Coahuila de Zaragoza","candela"
"223","Coahuila de Zaragoza","castaños"
"224","Coahuila de Zaragoza","cuatro cienegas"
"225","Coahuila de Zaragoza","escobedo"
"226","Coahuila de Zaragoza","francisco i. madero"
"227","Coahuila de Zaragoza","frontera"
"228","Coahuila de Zaragoza","general cepeda"
"229","Coahuila de Zaragoza","guerrero"
"230","Coahuila de Zaragoza","hidalgo"
"231","Coahuila de Zaragoza","jimenez"
"232","Coahuila de Zaragoza","juarez"
"233","Coahuila de Zaragoza","lamadrid"
"234","Coahuila de Zaragoza","matamoros"
"235","Coahuila de Zaragoza","monclova"
"236","Coahuila de Zaragoza","morelos"
"237","Coahuila de Zaragoza","muzquiz"
"238","Coahuila de Zaragoza","nadadores"
"239","Coahuila de Zaragoza","nava"
"240","Coahuila de Zaragoza","ocampo"
"241","Coahuila de Zaragoza","parras"
"242","Coahuila de Zaragoza","piedras negras"
"243","Coahuila de Zaragoza","progreso"
"244","Coahuila de Zaragoza","ramos arizpe"
"245","Coahuila de Zaragoza","sabinas"
"246","Coahuila de Zaragoza","sacramento"
"247","Coahuila de Zaragoza","saltillo"
"248","Coahuila de Zaragoza","san buenaventura"
"249","Coahuila de Zaragoza","san juan de sabinas"
"250","Coahuila de Zaragoza","san pedro"
"251","Coahuila de Zaragoza","sierra mojada"
"252","Coahuila de Zaragoza","torreon"
"253","Coahuila de Zaragoza","viesca"
"254","Coahuila de Zaragoza","villa union"
"255","Coahuila de Zaragoza","zaragoza"
"256","Colima","armeria"
"257","Colima","colima"
"258","Colima","comala"
"259","Colima","coquimatlan"
"260","Colima","cuauhtemoc"
"261","Colima","ixtlahuacan"
"262","Colima","manzanillo"
"263","Colima","minatitlan"
"264","Colima","tecoman"
"265","Colima","villa de alvarez"
"266","Distrito Federal","alvaro obregon"
"267","Distrito Federal","azcapotzalco"
"268","Distrito Federal","benito juarez"
"269","Distrito Federal","coyoacan"
"270","Distrito Federal","cuajimalpa de morelos"
"271","Distrito Federal","cuauhtemoc"
"272","Distrito Federal","gustavo a. madero"
"273","Distrito Federal","iztacalco"
"274","Distrito Federal","iztapalapa"
"275","Distrito Federal","la magdalena contreras"
"276","Distrito Federal","miguel hidalgo"
"277","Distrito Federal","milpa alta"
"278","Distrito Federal","tlahuac"
"279","Distrito Federal","tlalpan"
"280","Distrito Federal","venustiano carranza"
"281","Distrito Federal","xochimilco"
"282","Durango","canatlan"
"283","Durango","canelas"
"284","Durango","coneto de comonfort"
"285","Durango","cuencame"
"286","Durango","durango"
"287","Durango","el oro"
"288","Durango","general simon bolivar"
"289","Durango","gomez palacio"
"290","Durango","guadalupe victoria"
"291","Durango","guanacevi"
"292","Durango","hidalgo"
"293","Durango","inde"
"294","Durango","lerdo"
"295","Durango","mapimi"
"296","Durango","mezquital"
"297","Durango","nazas"
"298","Durango","nombre de dios"
"299","Durango","nuevo ideal"
"300","Durango","ocampo"
"301","Durango","otaez"
"302","Durango","panuco de coronado"
"303","Durango","peñon blanco"
"304","Durango","poanas"
"305","Durango","pueblo nuevo"
"306","Durango","rodeo"
"307","Durango","san bernardo"
"308","Durango","san dimas"
"309","Durango","san juan de guadalupe"
"310","Durango","san juan del rio"
"311","Durango","san luis del cordero"
"312","Durango","san pedro del gallo"
"313","Durango","santa clara"
"314","Durango","santiago papasquiaro"
"315","Durango","suchil"
"316","Durango","tamazula"
"317","Durango","tepehuanes"
"318","Durango","tlahualilo"
"319","Durango","topia"
"320","Durango","vicente guerrero"
"321","Guanajuato","abasolo"
"322","Guanajuato","acambaro"
"323","Guanajuato","apaseo el alto"
"324","Guanajuato","apaseo el grande"
"325","Guanajuato","atarjea"
"326","Guanajuato","celaya"
"327","Guanajuato","comonfort"
"328","Guanajuato","coroneo"
"329","Guanajuato","cortazar"
"330","Guanajuato","cueramaro"
"331","Guanajuato","doctor mora"
"332","Guanajuato","dolores hidalgo cuna de la independencia nacional"
"333","Guanajuato","guanajuato"
"334","Guanajuato","huanimaro"
"335","Guanajuato","irapuato"
"336","Guanajuato","jaral del progreso"
"337","Guanajuato","jerecuaro"
"338","Guanajuato","leon"
"339","Guanajuato","manuel doblado"
"340","Guanajuato","moroleon"
"341","Guanajuato","ocampo"
"342","Guanajuato","penjamo"
"343","Guanajuato","pueblo nuevo"
"344","Guanajuato","purisima del rincon"
"345","Guanajuato","romita"
"346","Guanajuato","salamanca"
"347","Guanajuato","salvatierra"
"348","Guanajuato","san diego de la union"
"349","Guanajuato","san felipe"
"350","Guanajuato","san francisco del rincon"
"351","Guanajuato","san jose iturbide"
"352","Guanajuato","san luis de la paz"
"353","Guanajuato","san miguel de allende"
"354","Guanajuato","santa catarina"
"355","Guanajuato","santa cruz de juventino rosas"
"356","Guanajuato","santiago maravatio"
"357","Guanajuato","silao"
"358","Guanajuato","tarandacuao"
"359","Guanajuato","tarimoro"
"360","Guanajuato","tierra blanca"
"361","Guanajuato","uriangato"
"362","Guanajuato","valle de santiago"
"363","Guanajuato","victoria"
"364","Guanajuato","villagran"
"365","Guanajuato","xichu"
"366","Guanajuato","yuriria"
"367","Guerrero","acapulco de juarez"
"368","Guerrero","acatepec"
"369","Guerrero","ahuacuotzingo"
"370","Guerrero","ajuchitlan del progreso"
"371","Guerrero","alcozauca de guerrero"
"372","Guerrero","alpoyeca"
"373","Guerrero","apaxtla"
"374","Guerrero","arcelia"
"375","Guerrero","atenango del rio"
"376","Guerrero","atlamajalcingo del monte"
"377","Guerrero","atlixtac"
"378","Guerrero","atoyac de alvarez"
"379","Guerrero","ayutla de los libres"
"380","Guerrero","azoyu"
"381","Guerrero","benito juarez"
"382","Guerrero","buenavista de cuellar"
"383","Guerrero","chilapa de alvarez"
"384","Guerrero","chilpancingo de los bravo"
"385","Guerrero","coahuayutla de jose maria izazaga"
"386","Guerrero","cochoapa el grande"
"387","Guerrero","cocula"
"388","Guerrero","copala"
"389","Guerrero","copalillo"
"390","Guerrero","copanatoyac"
"391","Guerrero","coyuca de benitez"
"392","Guerrero","coyuca de catalan"
"393","Guerrero","cuajinicuilapa"
"394","Guerrero","cualac"
"395","Guerrero","cuautepec"
"396","Guerrero","cuetzala del progreso"
"397","Guerrero","cutzamala de pinzon"
"398","Guerrero","eduardo neri"
"399","Guerrero","florencio villarreal"
"400","Guerrero","general canuto a. neri"
"401","Guerrero","general heliodoro castillo"
"402","Guerrero","huamuxtitlan"
"403","Guerrero","huitzuco de los figueroa"
"404","Guerrero","iguala de la independencia"
"405","Guerrero","igualapa"
"406","Guerrero","iliatenco"
"407","Guerrero","ixcateopan de cuauhtemoc"
"408","Guerrero","jose joaquin de herrera"
"409","Guerrero","juan r. escudero"
"410","Guerrero","juchitan"
"411","Guerrero","la union de isidoro montes de oca"
"412","Guerrero","leonardo bravo"
"413","Guerrero","malinaltepec"
"414","Guerrero","marquelia"
"415","Guerrero","martir de cuilapan"
"416","Guerrero","metlatonoc"
"417","Guerrero","mochitlan"
"418","Guerrero","olinala"
"419","Guerrero","ometepec"
"420","Guerrero","pedro ascencio alquisiras"
"421","Guerrero","petatlan"
"422","Guerrero","pilcaya"
"423","Guerrero","pungarabato"
"424","Guerrero","quechultenango"
"425","Guerrero","san luis acatlan"
"426","Guerrero","san marcos"
"427","Guerrero","san miguel totolapan"
"428","Guerrero","taxco de alarcon"
"429","Guerrero","tecoanapa"
"430","Guerrero","tecpan de galeana"
"431","Guerrero","teloloapan"
"432","Guerrero","tepecoacuilco de trujano"
"433","Guerrero","tetipac"
"434","Guerrero","tixtla de guerrero"
"435","Guerrero","tlacoachistlahuaca"
"436","Guerrero","tlacoapa"
"437","Guerrero","tlalchapa"
"438","Guerrero","tlalixtaquilla de maldonado"
"439","Guerrero","tlapa de comonfort"
"440","Guerrero","tlapehuala"
"441","Guerrero","xalpatlahuac"
"442","Guerrero","xochihuehuetlan"
"443","Guerrero","xochistlahuaca"
"444","Guerrero","zapotitlan tablas"
"445","Guerrero","zihuatanejo de azueta"
"446","Guerrero","zirandaro"
"447","Guerrero","zitlala"
"448","Hidalgo","acatlan"
"449","Hidalgo","acaxochitlan"
"450","Hidalgo","actopan"
"451","Hidalgo","agua blanca de iturbide"
"452","Hidalgo","ajacuba"
"453","Hidalgo","alfajayucan"
"454","Hidalgo","almoloya"
"455","Hidalgo","apan"
"456","Hidalgo","atitalaquia"
"457","Hidalgo","atlapexco"
"458","Hidalgo","atotonilco de tula"
"459","Hidalgo","atotonilco el grande"
"460","Hidalgo","calnali"
"461","Hidalgo","cardonal"
"462","Hidalgo","chapantongo"
"463","Hidalgo","chapulhuacan"
"464","Hidalgo","chilcuautla"
"465","Hidalgo","cuautepec de hinojosa"
"466","Hidalgo","el arenal"
"467","Hidalgo","eloxochitlan"
"468","Hidalgo","emiliano zapata"
"469","Hidalgo","epazoyucan"
"470","Hidalgo","francisco i. madero"
"471","Hidalgo","huasca de ocampo"
"472","Hidalgo","huautla"
"473","Hidalgo","huazalingo"
"474","Hidalgo","huehuetla"
"475","Hidalgo","huejutla de reyes"
"476","Hidalgo","huichapan"
"477","Hidalgo","ixmiquilpan"
"478","Hidalgo","jacala de ledezma"
"479","Hidalgo","jaltocan"
"480","Hidalgo","juarez hidalgo"
"481","Hidalgo","la mision"
"482","Hidalgo","lolotla"
"483","Hidalgo","metepec"
"484","Hidalgo","metztitlan"
"485","Hidalgo","mineral de la reforma"
"486","Hidalgo","mineral del chico"
"487","Hidalgo","mineral del monte"
"488","Hidalgo","mixquiahuala de juarez"
"489","Hidalgo","molango de escamilla"
"490","Hidalgo","nicolas flores"
"491","Hidalgo","nopala de villagran"
"492","Hidalgo","omitlan de juarez"
"493","Hidalgo","pachuca de soto"
"494","Hidalgo","pacula"
"495","Hidalgo","pisaflores"
"496","Hidalgo","progreso de obregon"
"497","Hidalgo","san agustin metzquititlan"
"498","Hidalgo","san agustin tlaxiaca"
"499","Hidalgo","san bartolo tutotepec"
"500","Hidalgo","san felipe orizatlan"
"501","Hidalgo","san salvador"
"502","Hidalgo","santiago de anaya"
"503","Hidalgo","santiago tulantepec de lugo guerrero"
"504","Hidalgo","singuilucan"
"505","Hidalgo","tasquillo"
"506","Hidalgo","tecozautla"
"507","Hidalgo","tenango de doria"
"508","Hidalgo","tepeapulco"
"509","Hidalgo","tepehuacan de guerrero"
"510","Hidalgo","tepeji del rio de ocampo"
"511","Hidalgo","tepetitlan"
"512","Hidalgo","tetepango"
"513","Hidalgo","tezontepec de aldama"
"514","Hidalgo","tianguistengo"
"515","Hidalgo","tizayuca"
"516","Hidalgo","tlahuelilpan"
"517","Hidalgo","tlahuiltepa"
"518","Hidalgo","tlanalapa"
"519","Hidalgo","tlanchinol"
"520","Hidalgo","tlaxcoapan"
"521","Hidalgo","tolcayuca"
"522","Hidalgo","tula de allende"
"523","Hidalgo","tulancingo de bravo"
"524","Hidalgo","villa de tezontepec"
"525","Hidalgo","xochiatipan"
"526","Hidalgo","xochicoatlan"
"527","Hidalgo","yahualica"
"528","Hidalgo","zacualtipan de angeles"
"529","Hidalgo","zapotlan de juarez"
"530","Hidalgo","zempoala"
"531","Hidalgo","zimapan"
"532","Jalisco","acatic"
"533","Jalisco","acatlan de juarez"
"534","Jalisco","ahualulco de mercado"
"535","Jalisco","amacueca"
"536","Jalisco","amatitan"
"537","Jalisco","ameca"
"538","Jalisco","arandas"
"539","Jalisco","atemajac de brizuela"
"540","Jalisco","atengo"
"541","Jalisco","atenguillo"
"542","Jalisco","atotonilco el alto"
"543","Jalisco","atoyac"
"544","Jalisco","autlan de navarro"
"545","Jalisco","ayotlan"
"546","Jalisco","ayutla"
"547","Jalisco","bolaños"
"548","Jalisco","cabo corrientes"
"549","Jalisco","cañadas de obregon"
"550","Jalisco","casimiro castillo"
"551","Jalisco","chapala"
"552","Jalisco","chimaltitan"
"553","Jalisco","chiquilistlan"
"554","Jalisco","cihuatlan"
"555","Jalisco","cocula"
"556","Jalisco","colotlan"
"557","Jalisco","concepcion de buenos aires"
"558","Jalisco","cuautitlan de garcia barragan"
"559","Jalisco","cuautla"
"560","Jalisco","cuquio"
"561","Jalisco","degollado"
"562","Jalisco","ejutla"
"563","Jalisco","el arenal"
"564","Jalisco","el grullo"
"565","Jalisco","el limon"
"566","Jalisco","el salto"
"567","Jalisco","encarnacion de diaz"
"568","Jalisco","etzatlan"
"569","Jalisco","gomez farias"
"570","Jalisco","guachinango"
"571","Jalisco","guadalajara"
"572","Jalisco","hostotipaquillo"
"573","Jalisco","huejucar"
"574","Jalisco","huejuquilla el alto"
"575","Jalisco","ixtlahuacan de los membrillos"
"576","Jalisco","ixtlahuacan del rio"
"577","Jalisco","jalostotitlan"
"578","Jalisco","jamay"
"579","Jalisco","jesus maria"
"580","Jalisco","jilotlan de los dolores"
"581","Jalisco","jocotepec"
"582","Jalisco","juanacatlan"
"583","Jalisco","juchitlan"
"584","Jalisco","la barca"
"585","Jalisco","la huerta"
"586","Jalisco","la manzanilla de la paz"
"587","Jalisco","lagos de moreno"
"588","Jalisco","magdalena"
"589","Jalisco","mascota"
"590","Jalisco","mazamitla"
"591","Jalisco","mexticacan"
"592","Jalisco","mezquitic"
"593","Jalisco","mixtlan"
"594","Jalisco","ocotlan"
"595","Jalisco","ojuelos de jalisco"
"596","Jalisco","pihuamo"
"597","Jalisco","poncitlan"
"598","Jalisco","puerto vallarta"
"599","Jalisco","quitupan"
"600","Jalisco","san cristobal de la barranca"
"601","Jalisco","san diego de alejandria"
"602","Jalisco","san gabriel"
"603","Jalisco","san ignacio cerro gordo"
"604","Jalisco","san juan de los lagos"
"605","Jalisco","san juanito de escobedo"
"606","Jalisco","san julian"
"607","Jalisco","san marcos"
"608","Jalisco","san martin de bolaños"
"609","Jalisco","san martin hidalgo"
"610","Jalisco","san miguel el alto"
"611","Jalisco","san sebastian del oeste"
"612","Jalisco","santa maria de los angeles"
"613","Jalisco","santa maria del oro"
"614","Jalisco","sayula"
"615","Jalisco","tala"
"616","Jalisco","talpa de allende"
"617","Jalisco","tamazula de gordiano"
"618","Jalisco","tapalpa"
"619","Jalisco","tecalitlan"
"620","Jalisco","techaluta de montenegro"
"621","Jalisco","tecolotlan"
"622","Jalisco","tenamaxtlan"
"623","Jalisco","teocaltiche"
"624","Jalisco","teocuitatlan de corona"
"625","Jalisco","tepatitlan de morelos"
"626","Jalisco","tequila"
"627","Jalisco","teuchitlan"
"628","Jalisco","tizapan el alto"
"629","Jalisco","tlajomulco de zuñiga"
"630","Jalisco","tlaquepaque"
"631","Jalisco","toliman"
"632","Jalisco","tomatlan"
"633","Jalisco","tonala"
"634","Jalisco","tonaya"
"635","Jalisco","tonila"
"636","Jalisco","totatiche"
"637","Jalisco","tototlan"
"638","Jalisco","tuxcacuesco"
"639","Jalisco","tuxcueca"
"640","Jalisco","tuxpan"
"641","Jalisco","union de san antonio"
"642","Jalisco","union de tula"
"643","Jalisco","valle de guadalupe"
"644","Jalisco","valle de juarez"
"645","Jalisco","villa corona"
"646","Jalisco","villa guerrero"
"647","Jalisco","villa hidalgo"
"648","Jalisco","villa purificacion"
"649","Jalisco","yahualica de gonzalez gallo"
"650","Jalisco","zacoalco de torres"
"651","Jalisco","zapopan"
"652","Jalisco","zapotiltic"
"653","Jalisco","zapotitlan de vadillo"
"654","Jalisco","zapotlan del rey"
"655","Jalisco","zapotlan el grande"
"656","Jalisco","zapotlanejo"
"657","México","acambay"
"658","México","acolman"
"659","México","aculco"
"660","México","almoloya de alquisiras"
"661","México","almoloya de juarez"
"662","México","almoloya del rio"
"663","México","amanalco"
"664","México","amatepec"
"665","México","amecameca"
"666","México","apaxco"
"667","México","atenco"
"668","México","atizapan"
"669","México","atizapan de zaragoza"
"670","México","atlacomulco"
"671","México","atlautla"
"672","México","axapusco"
"673","México","ayapango"
"674","México","calimaya"
"675","México","capulhuac"
"676","México","chalco"
"677","México","chapa de mota"
"678","México","chapultepec"
"679","México","chiautla"
"680","México","chicoloapan"
"681","México","chiconcuac"
"682","México","chimalhuacan"
"683","México","coacalco de berriozabal"
"684","México","coatepec harinas"
"685","México","cocotitlan"
"686","México","coyotepec"
"687","México","cuautitlan"
"688","México","cuautitlan izcalli"
"689","México","donato guerra"
"690","México","ecatepec de morelos"
"691","México","ecatzingo"
"692","México","el oro"
"693","México","huehuetoca"
"694","México","hueypoxtla"
"695","México","huixquilucan"
"696","México","isidro fabela"
"697","México","ixtapaluca"
"698","México","ixtapan de la sal"
"699","México","ixtapan del oro"
"700","México","ixtlahuaca"
"701","México","jaltenco"
"702","México","jilotepec"
"703","México","jilotzingo"
"704","México","jiquipilco"
"705","México","jocotitlan"
"706","México","joquicingo"
"707","México","juchitepec"
"708","México","la paz"
"709","México","lerma"
"710","México","luvianos"
"711","México","malinalco"
"712","México","melchor ocampo"
"713","México","metepec"
"714","México","mexicaltzingo"
"715","México","morelos"
"716","México","naucalpan de juarez"
"717","México","nextlalpan"
"718","México","nezahualcoyotl"
"719","México","nicolas romero"
"720","México","nopaltepec"
"721","México","ocoyoacac"
"722","México","ocuilan"
"723","México","otumba"
"724","México","otzoloapan"
"725","México","otzolotepec"
"726","México","ozumba"
"727","México","papalotla"
"728","México","polotitlan"
"729","México","rayon"
"730","México","san antonio la isla"
"731","México","san felipe del progreso"
"732","México","san jose del rincon"
"733","México","san martin de las piramides"
"734","México","san mateo atenco"
"735","México","san simon de guerrero"
"736","México","santo tomas"
"737","México","soyaniquilpan de juarez"
"738","México","sultepec"
"739","México","tecamac"
"740","México","tejupilco"
"741","México","temamatla"
"742","México","temascalapa"
"743","México","temascalcingo"
"744","México","temascaltepec"
"745","México","temoaya"
"746","México","tenancingo"
"747","México","tenango del aire"
"748","México","tenango del valle"
"749","México","teoloyucan"
"750","México","teotihuacan"
"751","México","tepetlaoxtoc"
"752","México","tepetlixpa"
"753","México","tepotzotlan"
"754","México","tequixquiac"
"755","México","texcaltitlan"
"756","México","texcalyacac"
"757","México","texcoco"
"758","México","tezoyuca"
"759","México","tianguistenco"
"760","México","timilpan"
"761","México","tlalmanalco"
"762","México","tlalnepantla de baz"
"763","México","tlatlaya"
"764","México","toluca"
"765","México","tonanitla"
"766","México","tonatico"
"767","México","tultepec"
"768","México","tultitlan"
"769","México","valle de bravo"
"770","México","valle de chalco solidaridad"
"771","México","villa de allende"
"772","México","villa del carbon"
"773","México","villa guerrero"
"774","México","villa victoria"
"775","México","xalatlaco"
"776","México","xonacatlan"
"777","México","zacazonapan"
"778","México","zacualpan"
"779","México","zinacantepec"
"780","México","zumpahuacan"
"781","México","zumpango"
"782","Michoacán de Ocampo","acuitzio"
"783","Michoacán de Ocampo","aguililla"
"784","Michoacán de Ocampo","alvaro obregon"
"785","Michoacán de Ocampo","angamacutiro"
"786","Michoacán de Ocampo","angangueo"
"787","Michoacán de Ocampo","apatzingan"
"788","Michoacán de Ocampo","aporo"
"789","Michoacán de Ocampo","aquila"
"790","Michoacán de Ocampo","ario"
"791","Michoacán de Ocampo","arteaga"
"792","Michoacán de Ocampo","briseñas"
"793","Michoacán de Ocampo","buenavista"
"794","Michoacán de Ocampo","caracuaro"
"795","Michoacán de Ocampo","charapan"
"796","Michoacán de Ocampo","charo"
"797","Michoacán de Ocampo","chavinda"
"798","Michoacán de Ocampo","cheran"
"799","Michoacán de Ocampo","chilchota"
"800","Michoacán de Ocampo","chinicuila"
"801","Michoacán de Ocampo","chucandiro"
"802","Michoacán de Ocampo","churintzio"
"803","Michoacán de Ocampo","churumuco"
"804","Michoacán de Ocampo","coahuayana"
"805","Michoacán de Ocampo","coalcoman de vazquez pallares"
"806","Michoacán de Ocampo","coeneo"
"807","Michoacán de Ocampo","cojumatlan de regules"
"808","Michoacán de Ocampo","contepec"
"809","Michoacán de Ocampo","copandaro"
"810","Michoacán de Ocampo","cotija"
"811","Michoacán de Ocampo","cuitzeo"
"812","Michoacán de Ocampo","ecuandureo"
"813","Michoacán de Ocampo","epitacio huerta"
"814","Michoacán de Ocampo","erongaricuaro"
"815","Michoacán de Ocampo","gabriel zamora"
"816","Michoacán de Ocampo","hidalgo"
"817","Michoacán de Ocampo","huandacareo"
"818","Michoacán de Ocampo","huaniqueo"
"819","Michoacán de Ocampo","huetamo"
"820","Michoacán de Ocampo","huiramba"
"821","Michoacán de Ocampo","indaparapeo"
"822","Michoacán de Ocampo","irimbo"
"823","Michoacán de Ocampo","ixtlan"
"824","Michoacán de Ocampo","jacona"
"825","Michoacán de Ocampo","jimenez"
"826","Michoacán de Ocampo","jiquilpan"
"827","Michoacán de Ocampo","jose sixto verduzco"
